UF;NACIONALIDADE;CLASSIFICACAO;QTD
MA;GUINÉ EQUATORIAL;Temporário;1
MA;PORTUGAL;Provisório;1
MA;RUANDA;Residente;1
MA;REP. DOMINICANA;Provisório;2
MA;ESPANHA;Provisório;1
MA;QUÊNIA;Temporário;1
MA;ROMÊNIA;Temporário;1
MA;PARAGUAI;Temporário;6
MA;AFRICA DO SUL;Residente;1
GO;VENEZUELA;Residente;4377
GO;ESTADOS UNIDOS;Residente;1002
GO;CUBA;Provisório;996
GO;CUBA;Residente;260
GO;ITÁLIA;Residente;561
GO;VENEZUELA;Temporário;3952
GO;GRÉCIA;Residente;18
GO;PORTUGAL;Residente;1361
GO;RÚSSIA;Residente;34
GO;MÉXICO;Residente;79
GO;PORTUGAL;Temporário;64
GO;HAITI;Residente;1642
GO;CHINA;Residente;299
GO;URUGUAI;Temporário;9
GO;ARGENTINA;Residente;368
GO;JAPÃO;Residente;259
GO;ESPANHA;Residente;701
GO;TOGO;Temporário;2
GO;COLÔMBIA;Temporário;491
GO;PAÍSES BAIXOS;Residente;125
GO;BÉLGICA;Residente;88
GO;PARAGUAI;Residente;134
GO;FRANÇA;Residente;205
GO;PERU;Residente;439
GO;ALEMANHA;Residente;238
GO;CANADÁ;Residente;76
GO;COLÔMBIA;Residente;844
GO;SÍRIA;Residente;112
GO;ARGÉLIA;Residente;7
GO;LÍBANO;Residente;253
GO;POLÔNIA;Residente;63
GO;COSTA RICA;Residente;6
GO;HAITI;Temporário;151
GO;ANGOLA;Residente;66
GO;URUGUAI;Residente;129
GO;BOLÍVIA;Residente;385
GO;NIGÉRIA;Residente;23
GO;ANGOLA;Temporário;66
GO;LÍBIA;Residente;57
GO;GUINÉ BISSAU;Temporário;134
GO;SUDÃO;Residente;5
GO;CHINA;Temporário;67
GO;UCRÂNIA;Residente;13
GO;SUÍCA;Residente;235
GO;BOLÍVIA;Temporário;105
GO;IRÃ;Residente;11
GO;REINO UNIDO;Residente;180
GO;EQUADOR;Residente;36
GO;TUNÍSIA;Residente;7
GO;PERU;Temporário;93
GO;VENEZUELA;Provisório;211
GO;PARAGUAI;Temporário;26
GO;APÁTRIDA;Residente;7
GO;MARROCOS;Residente;38
GO;AUSTRIA;Residente;47
GO;ARGENTINA;Temporário;26
GO;GUINÉ BISSAU;Residente;73
GO;MOÇAMBIQUE;Temporário;37
GO;BENIN;Residente;7
GO;NORUEGA;Residente;18
GO;MYANMAR;Temporário;2
GO;JORDÂNIA;Residente;48
GO;MÉXICO;Temporário;16
GO;REP. DOMINICANA;Provisório;7
GO;CHILE;Residente;170
GO;ROMÊNIA;Residente;25
GO;ESLOVÊNIA;Residente;5
GO;CHILE;Temporário;21
GO;PAQUISTÃO;Residente;31
GO;HUNGRIA;Residente;11
GO;FILIPINAS;Residente;35
GO;PANAMÁ;Residente;7
GO;SENEGAL;Residente;181
GO;REPÚBLICA TCHECA;Residente;6
GO;CONGO;Residente;5
GO;EGITO;Residente;25
GO;SERVIA E MONTENEGRO;Residente;4
GO;AFRICA DO SUL;Residente;9
GO;ISRAEL;Provisório;5
GO;COLÔMBIA;Provisório;21
GO;PALESTINA;Residente;16
GO;ESTADOS UNIDOS;Temporário;63
GO;LÍBANO;Provisório;8
GO;AFEGANISTÃO;Residente;20
GO;MOÇAMBIQUE;Residente;17
GO;CORÉIA DO SUL;Residente;30
GO;ALEMANHA;Temporário;5
GO;HONDURAS;Residente;17
GO;CABO VERDE;Temporário;10
GO;BULGÁRIA;Residente;6
GO;AUSTRÁLIA;Residente;31
GO;CABO VERDE;Residente;8
GO;FILIPINAS;Temporário;5
GO;REP. DOMINICANA;Residente;18
GO;COSTA DO MARFIM;Residente;3
GO;IÊMEN;Residente;1
GO;GUATEMALA;Residente;10
GO;NICARÁGUA;Residente;14
GO;GUINÉ;Residente;12
GO;SENEGAL;Temporário;9
GO;TAIWAN, PROVINCIA DA CHINA;Provisório;5
GO;BANGLADESH;Residente;8
GO;AFEGANISTÃO;Temporário;23
GO;IRLANDA;Residente;37
GO;INDIA;Residente;28
GO;ZIMBÁBUE;Temporário;1
GO;TCHECOSLOVAQUIA;Residente;4
GO;EL SALVADOR;Residente;18
GO;SUÍCA;Temporário;10
GO;MALÁSIA;Residente;3
GO;EQUADOR;Temporário;21
GO;GANA;Residente;10
GO;TAIWAN, PROVINCIA DA CHINA;Residente;8
GO;BENIN;Temporário;14
GO;SENEGAL;Provisório;5
GO;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;2
GO;TAILÂNDIA;Residente;2
GO;LITUÂNIA;Residente;14
GO;RÚSSIA;Temporário;1
GO;TURQUIA;Residente;18
GO;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
GO;BOLÍVIA;Provisório;3
GO;INDIA;Temporário;3
GO;SUÉCIA;Residente;13
GO;FINLÂNDIA;Residente;9
GO;ISLÂNDIA;Residente;1
GO;ESPANHA;Temporário;3
GO;QUÊNIA;Residente;5
GO;NIGÉRIA;Temporário;10
GO;CHINA;Provisório;1
GO;ESLOVÁQUIA;Residente;6
GO;NAMÍBIA;Temporário;1
GO;CUBA;Temporário;11
GO;ITÁLIA;Temporário;10
GO;IRÃ;Provisório;1
GO;ANGOLA;Provisório;8
GO;DINAMARCA;Residente;11
GO;GRANADA;Residente;1
GO;GUIANA FRANCESA;Residente;3
GO;NEPAL;Residente;1
GO;ESTÔNIA;Residente;3
GO;AFRICA DO SUL;Temporário;6
GO;PANAMÁ;Temporário;3
GO;INDONÉSIA;Residente;8
GO;UZBEQUISTÃO;Residente;1
GO;GABÃO;Residente;1
GO;AFRICA DO SUL;Provisório;1
GO;HONDURAS;Provisório;1
GO;GEÓRGIA;Residente;1
GO;SÉRVIA;Residente;5
GO;GUIANA;Temporário;3
GO;BENIN;Provisório;7
GO;SURINAME;Residente;4
GO;TOGO;Residente;4
GO;SAO TOMÉ E PRÍNCIPE;Residente;3
GO;GÂMBIA;Residente;3
GO;EQUADOR;Provisório;2
GO;CHADE;Residente;3
GO;TUNÍSIA;Provisório;1
GO;BELARUS;Residente;1
GO;GUIANA;Residente;2
GO;JAPÃO;Temporário;4
GO;HONDURAS;Temporário;4
GO;ZIMBÁBUE;Residente;1
GO;COSTA DO MARFIM;Temporário;2
GO;CAMARÕES;Residente;5
GO;LETÔNIA;Residente;10
GO;ISRAEL;Residente;6
GO;MARROCOS;Provisório;17
GO;NICARÁGUA;Temporário;1
GO;SURINAME;Temporário;2
GO;MALI;Residente;2
GO;PERU;Provisório;1
GO;SERRA LEOA;Temporário;1
GO;NOVA ZELÂNDIA;Residente;10
GO;PORTUGAL;Provisório;1
GO;CROÁCIA;Residente;2
GO;JAMAICA;Temporário;1
GO;CINGAPURA;Residente;1
GO;COSTA RICA;Temporário;2
GO;MOLDOVA;Residente;2
GO;HONG-KONG (R.A.E.);Residente;2
GO;IRAQUE;Residente;19
GO;LUXEMBURGO;Residente;3
GO;MACAU (R.A.E.);Residente;1
GO;ETIÓPIA;Residente;1
GO;BANGLADESH;Provisório;5
GO;CONGO;Temporário;9
GO;FRANÇA;Temporário;10
GO;ETIÓPIA;Temporário;2
GO;REINO UNIDO;Temporário;8
GO;TOGO;Provisório;3
GO;ALBÂNIA;Residente;1
GO;MALAVI;Residente;1
GO;SRI LANKA;Residente;2
GO;SAO TOMÉ E PRÍNCIPE;Temporário;1
GO;IRÃ;Residente;1
GO;CANADÁ;Temporário;1
AP;COLÔMBIA;Temporário;117
AP;CUBA;Provisório;185
AP;COLÔMBIA;Residente;238
AP;CUBA;Residente;165
AP;CHINA;Residente;21
AP;JAPÃO;Residente;47
AP;VENEZUELA;Residente;92
AP;SENEGAL;Residente;9
AP;VENEZUELA;Temporário;69
AP;PARAGUAI;Residente;6
AP;ITÁLIA;Residente;77
AP;FRANÇA;Residente;353
AP;HAITI;Residente;123
AP;PORTUGAL;Residente;54
AP;LÍBANO;Residente;6
AP;PERU;Residente;56
AP;GUINÉ BISSAU;Temporário;136
AP;EGITO;Provisório;1
AP;CANADÁ;Residente;5
AP;BENIN;Temporário;4
AP;CUBA;Temporário;24
AP;GUINÉ BISSAU;Residente;53
AP;HAITI;Temporário;33
AP;ESTADOS UNIDOS;Temporário;8
AP;CHILE;Residente;15
AP;GRÉCIA;Residente;2
AP;ESTADOS UNIDOS;Residente;14
AP;GUIANA FRANCESA;Residente;33
AP;NOVA ZELÂNDIA;Residente;2
AP;SERVIA E MONTENEGRO;Residente;1
AP;ESPANHA;Residente;8
AP;FILIPINAS;Residente;2
AP;ARGENTINA;Residente;23
AP;GUINÉ;Residente;2
AP;URUGUAI;Residente;4
AP;MYANMAR;Residente;1
AP;ARGENTINA;Temporário;2
AP;SÍRIA;Residente;4
AP;MÉXICO;Residente;2
AP;EL SALVADOR;Residente;3
AP;BOLÍVIA;Temporário;5
AP;JAPÃO;Temporário;5
AP;IUGUSLAVIA;Residente;1
AP;COSTA DO MARFIM;Residente;2
AP;MALI;Residente;1
AP;INDIA;Residente;6
AP;UCRÂNIA;Residente;1
AP;DINAMARCA;Residente;1
AP;SAO TOMÉ E PRÍNCIPE;Temporário;1
AP;HONDURAS;Residente;4
AP;ITÁLIA;Temporário;4
AP;REINO UNIDO;Residente;9
AP;PERU;Temporário;4
AP;GANA;Temporário;2
AP;CORÉIA DO SUL;Residente;4
AP;ESLOVÁQUIA;Residente;1
AP;BENIN;Residente;1
AP;ALEMANHA;Residente;7
AP;INDONÉSIA;Residente;2
AP;CHINA;Temporário;2
AP;CAMARÕES;Temporário;1
AP;BÉLGICA;Residente;5
AP;CABO VERDE;Temporário;1
AP;ROMÊNIA;Residente;2
AP;FRANÇA;Temporário;3
AP;CABO VERDE;Residente;2
AP;BOLÍVIA;Residente;10
AP;SENEGAL;Temporário;1
AP;NORUEGA;Residente;1
AP;NIGÉRIA;Residente;1
AP;SURINAME;Residente;4
AP;PARAGUAI;Temporário;1
AP;COSTA DO MARFIM;Temporário;2
AP;MARROCOS;Residente;1
AP;GUIANA;Residente;2
AP;ARGÉLIA;Temporário;1
AP;REP. DOMINICANA;Residente;6
AP;PAÍSES BAIXOS;Residente;5
AP;FINLÂNDIA;Residente;1
AP;INDIA;Temporário;1
AP;POLÔNIA;Residente;4
AP;ESPANHA;Temporário;1
AP;SANTA LÚCIA;Residente;2
AP;MARTINICA;Residente;2
AP;AUSTRÁLIA;Residente;2
AP;REP. CENTRO AFRICANA;Residente;1
AP;HAITI;Provisório;2
AP;URUGUAI;Temporário;1
AP;GANA;Residente;2
AP;CHILE;Temporário;2
AP;VENEZUELA;Provisório;4
AP;NICARÁGUA;Residente;1
AP;GEÓRGIA;Residente;1
AP;ANGOLA;Residente;1
AP;COSTA RICA;Residente;1
AP;JORDÂNIA;Residente;1
AP;SUÍCA;Residente;2
AP;EQUADOR;Residente;1
AP;BANGLADESH;Residente;3
AP;TOGO;Residente;1
AP;MARROCOS;Provisório;1
MS;BOLÍVIA;Fronteiriço;93
MS;GÂMBIA;Residente;1
MS;ESLOVÊNIA;Residente;1
RS;PALESTINA;Temporário;3
RS;CAZAQUISTÃO;Temporário;4
RS;SOMÁLIA;Temporário;1
RS;ETIÓPIA;Temporário;2
RS;QUÊNIA;Residente;1
RS;QUÊNIA;Temporário;1
RS;GUINÉ;Temporário;2
RS;EGITO;Temporário;1
TO;CUBA;Residente;192
TO;ESTADOS UNIDOS;Residente;69
TO;PORTUGAL;Residente;164
TO;ARGENTINA;Residente;38
TO;ESPANHA;Residente;100
TO;ALEMANHA;Residente;30
TO;CHINA;Residente;29
TO;BÉLGICA;Residente;8
TO;SUÍCA;Residente;30
TO;VENEZUELA;Temporário;149
TO;VENEZUELA;Residente;202
TO;PARAGUAI;Residente;13
TO;CUBA;Provisório;31
TO;PERU;Residente;33
TO;REINO UNIDO;Residente;14
TO;FRANÇA;Residente;33
TO;ANGOLA;Temporário;9
TO;ITÁLIA;Residente;50
TO;SENEGAL;Residente;8
TO;POLÔNIA;Residente;5
TO;IRLANDA;Residente;4
TO;CUBA;Temporário;5
TO;COLÔMBIA;Temporário;110
TO;PORTUGAL;Temporário;8
TO;PARAGUAI;Temporário;9
TO;COLÔMBIA;Residente;131
TO;HAITI;Temporário;3
TO;JAPÃO;Residente;12
TO;MÉXICO;Residente;17
TO;MARROCOS;Residente;4
TO;LÍBANO;Provisório;1
TO;PAÍSES BAIXOS;Residente;10
TO;PAÍSES BAIXOS;Temporário;1
TO;GRÉCIA;Residente;2
TO;BÉLGICA;Temporário;4
TO;LÍBANO;Residente;6
TO;RÚSSIA;Provisório;1
TO;MALÁSIA;Residente;1
TO;TURQUIA;Residente;5
TO;SERVIA E MONTENEGRO;Residente;1
TO;ARGÉLIA;Residente;1
TO;AUSTRIA;Residente;5
TO;PALESTINA;Residente;1
TO;NORUEGA;Residente;6
TO;APÁTRIDA;Residente;3
TO;CHINA;Temporário;3
TO;BOLÍVIA;Residente;38
TO;BOLÍVIA;Temporário;19
TO;CHILE;Residente;18
TO;EGITO;Residente;3
TO;BOLÍVIA;Provisório;1
TO;NOVA ZELÂNDIA;Residente;1
TO;ANGOLA;Residente;11
TO;EGITO;Temporário;1
TO;IRÃ;Residente;2
TO;HAITI;Residente;8
TO;ALEMANHA;Temporário;1
TO;SÍRIA;Residente;5
TO;VENEZUELA;Provisório;14
SC;CORÉIA DO SUL;Temporário;2
SC;SRI LANKA;Temporário;1
SC;TRINIDAD E TOBAGO;Residente;2
SC;QUÊNIA;Temporário;2
SC;ESPANHA;Provisório;1
SC;JAPÃO;Provisório;1
SC;DINAMARCA;Temporário;4
SC;ESTADOS UNIDOS;Provisório;5
SC;MYANMAR;Temporário;1
SC;MONGÓLIA;Residente;4
SC;TOGO;Temporário;9
SC;TANZÂNIA;Provisório;1
SC;MÉXICO;Provisório;4
SC;CONGO;Provisório;14
SC;BURKINA FASO;Temporário;5
SC;POLÔNIA;Temporário;7
SC;PALESTINA;Provisório;2
SC;GANA;Temporário;4
SC;ISRAEL;Provisório;1
SC;MALÁSIA;Temporário;1
SC;FRANÇA;Provisório;1
SC;TAIWAN, PROVINCIA DA CHINA;Residente;8
SC;LITUÂNIA;Temporário;1
SC;PARAGUAI;Fronteiriço;1
SC;FIJI, ILHAS;Residente;1
SC;BANGLADESH;Temporário;3
SC;ARMÊNIA;Temporário;2
SC;GÂMBIA;Residente;8
SC;GANA;Provisório;28
SC;GUINÉ EQUATORIAL;Residente;1
SC;ROMÊNIA;Provisório;2
SC;SERRA LEOA;Residente;40
SC;DOMINICA;Provisório;2
SC;PANAMÁ;Temporário;4
SC;BENIN;Provisório;7
AC;PERU;Residente;896
AC;ESPANHA;Residente;26
AC;CUBA;Residente;94
AC;ESTADOS UNIDOS;Residente;62
AC;MÉXICO;Residente;11
AC;COLÔMBIA;Residente;136
AC;BOLÍVIA;Residente;1333
AC;IRLANDA;Residente;1
AC;ALEMANHA;Residente;42
AC;ANGOLA;Residente;3
AC;PERU;Temporário;342
AC;CONGO;Residente;3
MG;SÍRIA;Temporário;2
MG;BELIZE;Temporário;1
MG;ANTÍGUA;Residente;1
MG;GUIANA;Temporário;1
MG;MAURÍCIO;Residente;2
MG;BÓSNIA-HERZEGOVINA;Temporário;1
MG;BURUNDI;Temporário;2
MG;MARROCOS;Temporário;4
MG;DOMINICA;Residente;2
MG;ISLÂNDIA;Residente;2
MG;MAURITÂNIA;Residente;2
MG;ESTADOS UNIDOS;Provisório;3
MG;TOGO;Provisório;2
MG;MACAU (R.A.E.);Residente;1
MG;POLINÉSIA FRANCESA;Residente;1
MS;SOMÁLIA;Residente;1
MS;TURQUIA;Temporário;1
MS;SENEGAL;Temporário;7
MS;CROÁCIA;Residente;1
MS;JAMAICA;Temporário;1
MS;NICARÁGUA;Temporário;1
MS;SENEGAL;Provisório;1
MS;FINLÂNDIA;Residente;2
MS;BOTSUANA;Temporário;1
MS;CHIPRE;Residente;1
MS;UZBEQUISTÃO;Residente;1
MS;SOMÁLIA;Temporário;1
MG;KOSOVO;Residente;1
RJ;BELIZE;Residente;1
SC;ARGENTINA;Fronteiriço;5
SC;VATICANO;Residente;2
PB;PORTUGAL;Temporário;68
PB;ITÁLIA;Residente;379
PB;FRANÇA;Residente;151
PB;PORTUGAL;Residente;633
PB;PERU;Temporário;25
PB;VENEZUELA;Residente;942
PB;COLÔMBIA;Residente;379
PB;ANGOLA;Residente;26
PB;BOLÍVIA;Residente;67
PB;VENEZUELA;Provisório;178
PB;ESTADOS UNIDOS;Residente;279
PB;VENEZUELA;Temporário;463
PB;ARGENTINA;Residente;371
PB;EGITO;Residente;7
PB;IRÃ;Residente;8
PB;EGITO;Temporário;1
PB;COLÔMBIA;Temporário;300
PB;ESTADOS UNIDOS;Temporário;71
PB;URUGUAI;Residente;71
PB;GRÉCIA;Residente;6
PB;CHINA;Residente;122
PB;ALEMANHA;Residente;187
PB;GUINÉ BISSAU;Residente;17
PB;CUBA;Provisório;69
PB;HONDURAS;Temporário;5
PB;CONGO;Temporário;61
PB;CHILE;Residente;90
PB;FRANÇA;Temporário;16
PB;CUBA;Residente;130
PB;PARAGUAI;Residente;25
PB;PARAGUAI;Temporário;17
PB;SUÍCA;Residente;75
PB;ARGENTINA;Provisório;4
PB;CORÉIA DO SUL;Residente;13
PB;EQUADOR;Temporário;11
PB;POLÔNIA;Residente;9
PB;ESPANHA;Residente;132
PB;RÚSSIA;Residente;32
PB;MÉXICO;Temporário;10
PB;BÉLGICA;Residente;42
PB;JAPÃO;Residente;24
PB;NICARÁGUA;Residente;5
PB;REINO UNIDO;Residente;92
PB;PERU;Residente;95
PB;MÉXICO;Residente;28
PB;GUINÉ BISSAU;Temporário;55
PB;ARGENTINA;Temporário;39
PB;TURQUIA;Residente;8
PB;CABO VERDE;Residente;12
PB;BENIN;Temporário;14
PB;CONGO;Provisório;3
PB;UCRÂNIA;Residente;3
PB;CONGO;Residente;5
PB;CANADÁ;Residente;43
PB;BÉLGICA;Temporário;2
PB;ANGOLA;Temporário;31
PB;NORUEGA;Residente;21
PB;INDIA;Residente;48
PB;PAÍSES BAIXOS;Residente;91
PB;LETÔNIA;Residente;1
PB;BOLÍVIA;Temporário;7
PB;SÉRVIA;Residente;2
PB;GUINÉ EQUATORIAL;Temporário;13
PB;SERVIA E MONTENEGRO;Residente;1
PB;COLÔMBIA;Provisório;8
PB;AUSTRIA;Residente;11
PB;SUÉCIA;Residente;42
PB;SENEGAL;Residente;12
PB;CHILE;Temporário;20
PB;POLÔNIA;Temporário;4
PB;FINLÂNDIA;Residente;8
PB;DOMINICA;Residente;1
PB;REP. DOMINICANA;Residente;3
PB;CORÉIA DO SUL;Temporário;2
PB;ALBÂNIA;Residente;1
PB;AFEGANISTÃO;Residente;4
PB;PORTUGAL;Provisório;2
PB;ALEMANHA;Temporário;13
PB;COSTA RICA;Residente;8
PB;ESLOVÊNIA;Residente;3
PB;TUNÍSIA;Residente;6
PB;BENIN;Residente;9
PB;TANZÂNIA;Residente;4
PB;TURQUIA;Provisório;8
PB;EQUADOR;Residente;13
PB;HAITI;Residente;5
PB;EQUADOR;Provisório;6
PB;IRLANDA;Residente;24
PB;DINAMARCA;Residente;2
PB;LÍBANO;Residente;6
PB;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
PB;MOÇAMBIQUE;Residente;1
PB;COSTA DO MARFIM;Temporário;6
PB;AUSTRIA;Temporário;1
PB;FILIPINAS;Residente;8
PB;CAMARÕES;Temporário;8
PB;HONDURAS;Residente;3
PB;AUSTRÁLIA;Residente;6
PB;PERU;Provisório;1
PB;REPÚBLICA TCHECA;Residente;1
PB;EL SALVADOR;Residente;7
PB;ESPANHA;Temporário;7
PB;LÍBANO;Provisório;1
PB;AUSTRÁLIA;Temporário;1
PB;ITÁLIA;Temporário;11
PB;ESPANHA;Provisório;1
PB;MACEDÔNIA;Temporário;1
PB;MARROCOS;Residente;17
PB;SÍRIA;Residente;1
PB;NIGÉRIA;Residente;4
PB;CAZAQUISTÃO;Residente;1
PB;CUBA;Temporário;10
PB;APÁTRIDA;Residente;1
PB;PANAMÁ;Residente;7
PB;AFRICA DO SUL;Residente;1
PB;EL SALVADOR;Temporário;1
PB;RÚSSIA;Provisório;4
PB;COSTA RICA;Temporário;2
PB;NOVA ZELÂNDIA;Residente;4
PB;GUATEMALA;Residente;5
PB;ZÂMBIA;Residente;2
PB;CANADÁ;Temporário;3
PB;CAMARÕES;Residente;3
PB;PAÍSES BAIXOS;Temporário;3
PB;ROMÊNIA;Residente;4
PB;INDONÉSIA;Residente;3
PB;URUGUAI;Temporário;1
PB;FINLÂNDIA;Temporário;1
PB;SÍRIA;Provisório;1
PB;PANAMÁ;Temporário;1
PB;TAILÂNDIA;Residente;1
PB;HUNGRIA;Residente;5
PB;RÚSSIA;Temporário;1
PB;CANADÁ;Provisório;1
PB;MALTA;Residente;2
PB;TURQUIA;Temporário;1
PB;SAO TOMÉ E PRÍNCIPE;Residente;2
PB;LUXEMBURGO;Residente;3
PB;CHINA;Temporário;7
PB;JORDÂNIA;Residente;1
PB;GANA;Residente;4
PB;ISLÂNDIA;Residente;2
PB;BULGÁRIA;Residente;1
PB;ISRAEL;Residente;5
PB;CABO VERDE;Temporário;16
PB;NICARÁGUA;Provisório;1
PB;LIBÉRIA;Residente;1
PB;ROMÊNIA;Temporário;2
PB;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;8
PB;ESLOVÁQUIA;Residente;3
PB;TIMOR LESTE;Residente;1
PB;QUÊNIA;Temporário;2
PB;PAQUISTÃO;Residente;2
PB;TOGO;Temporário;2
PB;BURKINA FASO;Temporário;3
PB;REINO UNIDO;Temporário;3
PB;JAMAICA;Residente;2
PB;SURINAME;Residente;3
PB;PANAMÁ;Provisório;1
PB;LUXEMBURGO;Temporário;1
PB;ARGÉLIA;Residente;3
PB;COSTA DO MARFIM;Residente;1
PB;NIGÉRIA;Temporário;8
PB;POLÔNIA;Provisório;1
PB;NORUEGA;Temporário;1
PB;MALI;Temporário;1
PB;CHILE;Provisório;1
PB;FILIPINAS;Temporário;1
PB;MOÇAMBIQUE;Temporário;15
PB;CAMARÕES;Provisório;1
PB;PORTO RICO;Residente;1
PB;CHINA;Provisório;1
PB;BAHAMA,IS;Residente;1
PB;TUNÍSIA;Provisório;1
SE;FILIPINAS;Temporário;16
SE;ESPANHA;Residente;58
SE;ALEMANHA;Residente;60
SE;ANGOLA;Residente;18
SE;ARGENTINA;Residente;158
SE;CROÁCIA;Temporário;15
SE;VENEZUELA;Temporário;49
SE;PORTUGAL;Residente;246
SE;ESTADOS UNIDOS;Residente;94
SE;CHINA;Temporário;8
SE;CUBA;Provisório;84
SE;COLÔMBIA;Temporário;301
SE;PERU;Residente;81
SE;COLÔMBIA;Residente;385
SE;ITÁLIA;Residente;157
SE;BOLÍVIA;Temporário;5
SE;VENEZUELA;Residente;203
SE;FRANÇA;Residente;66
SE;CHINA;Residente;178
SE;PAÍSES BAIXOS;Residente;26
SE;URUGUAI;Residente;31
SE;PARAGUAI;Residente;13
SE;NIGÉRIA;Residente;2
SE;CANADÁ;Residente;13
SE;INDIA;Residente;11
SE;FINLÂNDIA;Residente;3
SE;BANGLADESH;Residente;1
SE;EGITO;Residente;3
SE;CUBA;Residente;100
SE;AUSTRIA;Residente;8
SE;AUSTRÁLIA;Residente;8
SE;MÉXICO;Residente;16
SE;POLÔNIA;Residente;4
SE;BOLÍVIA;Residente;34
SE;SUÍCA;Residente;27
SE;PAQUISTÃO;Temporário;3
SE;PERU;Temporário;28
SE;ARGENTINA;Temporário;25
SE;EQUADOR;Residente;20
SE;CORÉIA DO SUL;Residente;8
SE;ESTADOS UNIDOS;Temporário;5
SE;FRANÇA;Temporário;3
SE;IRÃ;Residente;4
SE;GANA;Residente;2
SE;BÉLGICA;Residente;23
SE;TOGO;Residente;1
SE;JAPÃO;Residente;14
SE;RÚSSIA;Temporário;2
SE;RUANDA;Residente;4
SE;TURQUIA;Residente;4
SE;CHILE;Residente;63
SE;SÍRIA;Residente;2
SE;PORTUGAL;Temporário;10
SE;TURQUIA;Provisório;10
SE;REINO UNIDO;Residente;30
SE;URUGUAI;Temporário;4
SE;RÚSSIA;Residente;15
SE;EQUADOR;Temporário;9
SE;ANGOLA;Temporário;10
SE;GRÉCIA;Residente;3
SE;SUÉCIA;Residente;4
SE;CHILE;Temporário;4
SE;TAILÂNDIA;Residente;2
SE;PAÍSES BAIXOS;Temporário;3
SE;DINAMARCA;Residente;4
SE;NICARÁGUA;Residente;3
SE;REP. DOMINICANA;Residente;4
SE;MÉXICO;Temporário;7
SE;REINO UNIDO;Temporário;6
SE;CROÁCIA;Residente;2
SE;SAO TOMÉ E PRÍNCIPE;Residente;2
SE;INDIA;Temporário;2
SE;PANAMÁ;Residente;6
SE;HONDURAS;Residente;5
SE;GUATEMALA;Residente;2
SE;ROMÊNIA;Residente;5
SE;NOVA ZELÂNDIA;Residente;2
SE;SAO TOMÉ E PRÍNCIPE;Temporário;1
SE;GUINÉ BISSAU;Temporário;3
SE;MARROCOS;Residente;4
SE;NOVA ZELÂNDIA;Temporário;1
SE;RÚSSIA;Provisório;3
SE;ZÂMBIA;Temporário;2
SE;GUINÉ BISSAU;Provisório;3
SE;CHINA;Provisório;2
SE;TURQUIA;Temporário;1
SE;PARAGUAI;Temporário;2
SE;ESTADOS UNIDOS;Provisório;1
SE;ARGÉLIA;Residente;3
SE;GUIANA FRANCESA;Residente;1
SE;MARROCOS;Provisório;1
SE;GUINÉ BISSAU;Residente;2
SE;GUINÉ EQUATORIAL;Temporário;1
SE;JAPÃO;Temporário;1
SE;SENEGAL;Temporário;1
SE;JORDÂNIA;Residente;1
SE;SENEGAL;Residente;3
SE;AUSTRIA;Temporário;1
SE;BENIN;Residente;1
SE;MOÇAMBIQUE;Residente;4
SE;NORUEGA;Residente;2
SE;FILIPINAS;Residente;1
SE;LETÔNIA;Temporário;1
SE;MARROCOS;Temporário;1
SE;ESPANHA;Temporário;1
SE;HAITI;Temporário;1
SE;BULGÁRIA;Residente;4
SE;UCRÂNIA;Residente;1
SE;LÍBANO;Residente;2
SE;HAITI;Residente;2
SE;HUNGRIA;Residente;3
SE;POLÔNIA;Temporário;1
SE;AFEGANISTÃO;Temporário;2
SE;CAMARÕES;Residente;2
SE;COLÔMBIA;Provisório;1
SE;CINGAPURA;Residente;1
SE;QUÊNIA;Temporário;1
SE;BOTSUANA;Temporário;1
SE;PAQUISTÃO;Residente;2
SE;REP. DOMINICANA;Provisório;1
SE;COSTA RICA;Temporário;1
SE;ETIÓPIA;Residente;1
SE;SUÍCA;Temporário;1
SE;GANA;Temporário;1
SE;EGITO;Temporário;2
SE;MOÇAMBIQUE;Provisório;1
SE;MALI;Temporário;1
SE;CABO VERDE;Temporário;2
SE;NIGÉRIA;Temporário;1
SE;TUNÍSIA;Residente;2
SE;CUBA;Temporário;3
SE;ALEMANHA;Temporário;2
SE;QUÊNIA;Residente;1
SE;LITUÂNIA;Residente;1
SE;EL SALVADOR;Residente;2
SE;AFEGANISTÃO;Residente;1
SE;COSTA RICA;Residente;1
SE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
SE;ISLÂNDIA;Residente;1
SE;AFRICA DO SUL;Residente;1
SE;MOÇAMBIQUE;Temporário;1
SE;CANADÁ;Temporário;1
MS;MALTA;Residente;3
MS;PAÍSES BAIXOS;Provisório;1
MS;SUDÃO;Residente;8
MS;AUSTRÁLIA;Temporário;1
MS;IRÃ;Provisório;2
MS;CONGO;Provisório;2
MS;BENIN;Temporário;4
MS;EGITO;Temporário;1
MS;GUINÉ EQUATORIAL;Temporário;1
MS;AFEGANISTÃO;Residente;1
MS;GUIANA FRANCESA;Provisório;2
MS;TCHECOSLOVAQUIA;Residente;1
